legid,reconstructed_duration
#222:50696,998
#225:50667,3250
#227:14254,1164
#224:50681,3413
#229:14234,365
#225:50670,2225
#224:50778,120
#227:14283,588
#225:50766,600
#228:14269,1325
#222:50792,160
#229:14263,1533
#223:50785,2104
#226:14291,235
#224:50779,635
#225:50767,1323
#227:14284,255
#222:50793,1050
#222:46372,1311
#222:46390,931
#222:46570,148
#223:47093,716
#226:13317,103
#225:47619,702
#225:46370,272
#226:12983,209
#223:46387,254
#223:46388,307
#225:46416,134
#224:47075,7230
#224:46399,178
#229:12965,124
#225:46389,183
#224:46400,262
#222:46498,857
#222:46634,4545
#224:46623,137
#226:13056,243
#222:46635,5186
#223:46430,125
#226:12994,313
#224:46424,299
#229:12969,102
#223:46421,694
#225:47774,1145
#224:47814,484
#227:13371,237
#222:47826,153
#225:47805,1943
#224:48019,932
#224:48227,116
#226:13476,193
#225:48217,587
#227:13471,252
#222:48239,771
#223:49185,606
#228:13759,236
#224:49179,505
#227:13773,262
#224:49178,262
#226:13778,131
#224:49173,393
#226:13775,786
#225:49107,131
#228:13758,1704
#223:49184,393
#224:49177,262
#223:49182,524
#224:49176,131
#229:13751,786
#225:49164,131
#226:13777,655
#222:49189,524
#227:13772,655
#223:49183,131
#224:49117,262
#222:46458,655
#222:49129,786
#224:46422,262
#225:46412,393
#225:46437,293
#222:47087,1229
#228:13153,295
#223:47082,1592
#225:47065,206
#225:47107,378
#227:13174,416
#223:47124,544
#225:47624,378
#222:47646,409
#229:13298,314
#224:47635,360
#226:13320,269
#225:47625,320
#222:47647,425
#227:13315,684
#223:47642,910
#228:13305,294
#229:13299,765
#225:47626,2092
#223:47636,4687
#224:47654,591
#225:48307,92
#222:48329,636
#222:48336,1081
#226:13498,235
#223:48331,695
#227:13493,275
#224:48325,181
#222:48342,2784
#223:48611,4763
#224:48605,5575
#225:49245,2050
#227:13806,714
#222:49270,1422
#223:49267,2956
#222:49365,289
#222:49273,483
#223:49266,370
#226:13812,260
#224:49260,364
#227:13807,866
#225:49248,325
#223:49265,478
#223:49264,2097
#224:49258,310
#228:13792,1385
#225:49246,182
#222:49271,2503
#225:49249,1536
#225:49294,1445
#224:49622,1275
#227:13920,253
#225:49610,1228
#224:46538,6295
#222:46541,720
#225:47272,704
#223:47288,709
#227:13223,253
#224:47282,2042
#225:46559,262
#228:13058,131
#225:46662,1404
#223:46677,568
#224:46670,322
#225:46714,722
#229:13062,272
#222:46736,776
#222:47139,420
#225:47465,256
#222:47487,239
#226:13283,903
#223:47482,188
#227:13278,1723
#224:47476,588
#225:46660,1084
#222:46682,1457
#227:13098,711
#222:46820,252
#224:47517,1478
#224:47924,798
#224:48047,2361
#225:48037,2071
#225:46863,2481
#226:13120,1472
#222:46885,601
#223:46880,494
#225:46864,228
#223:47099,934
#229:13152,240
#224:47093,360
#226:13174,520
#225:47083,869
#223:47387,138
#224:47381,778
#225:47371,90
#228:13238,1065
#222:47393,1007
#225:47372,3249
#222:47394,1650
#224:48143,229
#225:48133,643
#222:47814,91
#223:47809,732
#224:47718,1470
#222:47813,794
#229:13350,232
#223:47808,682
#226:13372,240
#224:47802,420
#225:47792,1436
#225:48066,1488
#223:48087,1350
#222:48086,1411
#223:48081,272
#225:48367,1454
#227:13509,1347
#222:48389,2434
#223:48384,266
#225:48368,445
#222:48741,1469
#226:13609,1345
#223:48735,2020
#227:13604,450
#224:48729,138
#225:48717,93
#228:13590,360
#222:48742,4335
#229:13584,744
#224:47988,655
#226:13418,1049
#225:47978,1704
#227:13413,131
#222:48000,1442
#228:13403,131
#223:47995,393
#223:47993,1049
#228:13402,655
#229:13396,262
#222:47303,786
#223:47298,262
#222:48002,1442
#222:48001,655
#225:47979,131
#222:47996,918
#226:13417,1049
#222:47937,3533
#222:48233,273
#223:48228,363
#226:13475,1155
#224:48222,548
#225:48212,1117
#223:48352,837
#226:13502,296
#224:48346,591
#225:48336,194
#222:48358,437
#227:13497,371
#223:48353,1997
#227:13506,257
#225:48361,868
#228:13496,242
#222:48383,455
#229:13490,248
#223:48378,626
#226:13512,280
#224:48372,229
#227:13507,1007
#225:48362,383
#228:13497,649
#222:48384,767
#223:48379,1172
#222:48716,75
#226:13601,489
#223:48710,1125
#227:13596,631
#224:48704,373
#228:13582,721
#229:13576,419
#222:48717,1151
#225:49293,374
#224:49400,1015
#229:13835,237
#225:49388,634
#224:49372,2445
#225:49360,1385
#229:13825,301
#222:49385,790
#223:49379,1034
#226:13852,363
#224:49373,369
#225:49361,550
#227:13846,240
#222:49386,1091
#223:49380,314
#225:49362,514
#222:49387,181
#223:49381,394
#228:13832,462
#224:49375,1449
#225:49363,814
#229:13826,239
#222:49388,411
#226:13853,507
#223:49382,2694
#224:49376,1879
#225:49364,1101
#227:13847,250
#222:49389,740
#223:49383,501
#224:49377,410
#225:49365,2533
#222:49390,1249
#223:49384,317
#228:13833,265
#225:49366,1139
#222:49391,395
#229:13827,390
#223:49385,449
#224:49379,1010
#226:13854,1401
#222:49392,2151
#222:49488,614
#224:37458,604
#225:37329,163
#229:10445,264
#222:37343,694
#226:10459,906
#223:37340,233
#223:38087,181
#224:38082,91
#229:10668,239
#222:38091,366
#226:10682,768
#224:38083,857
#225:38078,319
#227:10678,748
#222:38092,407
#223:38089,1085
#224:38084,358
#225:37872,407
#227:10613,1135
#222:37886,979
#224:38085,757
#225:38079,891
#223:38086,698
#222:38090,996
#222:38086,556
#227:10676,237
#224:38078,182
#228:10670,402
#229:10667,244
#226:10681,356
#224:38079,781
#227:10677,684
#225:38074,6051
#228:10671,250
#222:38088,1407
#224:39193,319
#223:42520,1180
#224:42515,262
#227:11826,262
#224:42516,393
#228:11818,655
#222:42526,262
#224:42519,786
#225:42508,1180
#225:42509,524
#223:42522,393
#225:37506,918
#225:37718,393
#222:37732,655
#227:10565,393
#223:37729,131
#224:37771,1966
#225:37766,3277
#227:10579,786
#224:42517,1180
#225:42510,393
#222:42527,524
#226:11831,131
#224:42518,393
#227:11827,655
#222:42528,262
#223:42524,262
#222:38982,262
#226:10907,131
#225:38967,1704
#222:38981,524
#228:10896,131
#225:38968,262
#225:38966,393
#222:39186,393
#224:39177,262
#224:39176,262
#226:10961,1311
#224:39287,655
#225:39282,262
#222:39297,262
#224:42522,393
#225:42515,524
#222:46737,918
#226:13084,131
#223:46732,393
#227:13079,393
#224:46726,262
#228:13069,131
#225:46715,131
#224:46725,1049
#224:49545,416
#227:13900,472
#222:49559,767
#224:49546,799
#229:13880,1324
#222:49560,843
#224:49547,902
#224:49548,1233
#227:13901,1665
#225:49536,489
#222:49562,545
#225:49538,77
#223:49557,488
#226:13909,478
#224:49551,757
#227:13902,1555
#225:49539,182
#222:49565,499
#224:49552,1196
#225:49541,518
#229:13882,473
#222:49567,997
#224:49554,760
#225:49542,832
#227:13903,571
#224:49555,687
#223:38686,814
#227:10833,301
#225:38676,1904
#222:38690,407
#222:49569,743
#225:49544,4530
#224:49565,1055
#224:49561,1212
#222:49575,1044
#227:13904,303
#222:49576,509
#223:49569,542
#222:49577,1265
#223:49570,996
#225:49552,136
#225:49553,1852
#224:49566,755
#222:49580,1118
#224:49567,1154
#222:49581,1252
#222:49583,134
#226:13912,925
#223:49576,667
#227:13905,543
#225:49558,91
#222:49584,492
#223:49577,291
#224:49572,923
#226:13913,639
#225:49560,221
#227:13906,1253
#222:49586,219
#222:49587,2663
#223:38836,393
#224:38831,655
#222:45821,262
#223:45816,393
#224:45810,262
#222:45822,393
#223:45817,655
#224:45811,393
#225:45801,786
#222:45823,524
#225:45800,393
#224:45812,786
#227:12817,393
#225:45802,918
#222:45824,131
#223:45819,7340
#222:39090,524
#229:10923,524
#226:10937,131
#223:39087,655
#227:10933,131
#228:10927,131
#223:46253,393
#222:39083,1180
#228:10925,262
#224:39075,1311
#229:10922,262
#225:39070,262
#223:46250,655
#222:46254,131
#223:46249,786
#224:46243,393
#228:13021,262
#223:46566,655
#224:46560,393
#224:47290,524
#225:47280,131
#227:13226,524
#222:47302,2097
#225:43546,524
#222:43564,262
#223:43560,786
#228:12108,131
#225:43549,2097
#223:46583,1981
#228:13026,305
#224:46577,2029
#229:13020,266
#225:46567,2531
#224:46539,4718
#229:12991,1348
#222:46485,1328
#222:47209,2522
#227:13200,236
#222:47210,1354
#228:13190,995
#223:47205,3475
#223:46815,303
#228:13088,1080
#224:46809,220
#223:47305,661
#228:13219,376
#224:47299,928
#225:48242,181
#222:48264,1409
#223:48259,91
#228:13465,357
#225:48243,440
#229:13459,1469
#222:48265,191
#226:13481,235
#224:48254,1183
#225:48244,227
#222:48266,828
#223:48261,756
#227:13476,247
#224:48255,2999
#225:48245,2384
#222:48267,362
#223:48262,381
#228:13466,601
#224:48256,2227
#229:13460,240
#225:48246,90
#226:13482,426
#223:48263,319
#227:13477,334
#224:48257,1956
#225:48247,1088
#222:48269,957
#228:13467,444
#223:48264,3549
#224:48258,1139
#225:48248,229
#222:48270,1181
#223:48265,726
#224:48259,737
#229:13461,350
#222:48271,1409
#223:48266,272
#224:48260,2362
#222:48273,3270
#223:48268,91
#224:48262,631
#225:48252,1409
#222:48274,484
#223:48269,273
#224:48263,1545
#225:48253,274
#228:13468,447
#222:48275,137
#223:48270,438
#224:48264,408
#225:48254,406
#222:48276,1073
#223:48271,91
#226:13484,325
#224:48265,1318
#222:48277,578
#222:37380,524
#227:10465,393
#223:37377,1180
#223:37376,1180
#222:37379,1049
#224:37371,1442
#224:45251,273
#222:46261,390
#225:46240,1315
#224:49264,1254
#225:49337,91
#222:49362,2617
#229:13821,685
#223:49356,726
#227:13851,1338
#222:49404,358
#223:49397,6628
#228:13837,424
#222:49405,875
#229:13831,331
#225:49380,1402
#223:49399,312
#224:49540,750
#222:49555,421
#228:13884,1251
#223:49548,1255
#229:13878,595
#225:49530,359
#222:49556,403
#223:49550,4758
#228:13885,242
#225:49532,585
#229:13879,524
#222:49558,1736
#222:33630,1406
#222:34459,1229
#226:9612,1340
#225:34458,632
#227:9612,1274
#222:34460,472
#228:9612,1078
#223:34460,823
#229:9611,272
#224:34460,457
#226:9613,603
#225:34459,979
#223:34461,737
#224:34462,322
#227:9613,872
#225:34461,635
#228:9613,270
#222:34463,553
#225:34462,961
#225:34463,1086
#224:34465,619
#225:34386,522
#222:34467,228
#224:34387,775
#222:34388,1281
#225:34445,200
#222:34447,961
#224:34455,911
#225:35480,950
#227:9895,283
#223:35485,339
#224:35482,1363
#225:35481,1514
#222:35487,1230
#225:35482,1100
#228:9893,482
#222:35488,409
#222:35489,1019
#229:9891,681
#224:35485,182
#225:35484,91
#222:35490,1205
#223:35489,1369
#222:36849,1966
#224:36842,262
#222:37009,1049
#225:37050,393
#229:10368,786
#222:36856,839
#224:36944,961
#223:36964,265
#224:36960,259
#223:36966,131
#224:36962,652
#224:37132,731
#225:37128,799
#224:37004,226
#226:10366,661
#222:37012,136
#222:37075,519
#227:10380,238
#223:37072,1366
#222:37076,319
#228:10375,399
#223:37073,2997
#224:37068,164
#225:37555,720
#229:10513,487
#224:37561,879
#226:10527,499
#222:37570,399
#227:10523,1282
#223:37567,1704
#222:37571,898
#225:37558,924
#222:37573,86
#226:10528,1341
#223:37570,273
#225:37560,575
#227:10524,912
#222:37574,509
#228:10518,282
#224:37566,776
#222:37575,833
#223:37572,205
#229:10515,680
#224:37567,351
#225:37562,2409
#223:37903,408
#227:10618,319
#225:37893,506
#228:10612,368
#222:37907,410
#229:10609,1204
#224:37899,364
#226:10623,244
#225:37894,468
#224:38647,93
#226:10826,307
#225:38642,272
#222:38656,228
#223:38652,326
#223:38653,776
#224:38648,177
#225:39141,1734
#223:39173,319
#224:39168,1797
#225:39163,273
#228:10949,420
#222:39177,285
#224:39170,1184
#224:39171,1220
#223:39370,862
#224:39365,812
#225:39360,318
#222:39378,1808
#224:37568,1049
#223:38635,655
#222:38654,1180
#228:10815,262
#223:38651,131
#224:38649,131
#227:10822,1704
#225:38644,131
#229:10813,655
#226:10827,524
#222:38943,786
#223:39247,393
#226:10979,918
#225:40622,655
#226:11353,131
#228:11341,131
#222:40639,131
#229:11338,524
#224:40066,393
#226:11184,1049
#224:40629,524
#223:40634,655
#222:40491,1835
#229:11170,918
#222:40080,131
#226:11186,655
#224:40071,393
#223:40081,524
#227:11184,393
#224:40078,1704
#225:40472,524
#223:40484,131
#225:40071,786
#223:40084,918
#224:40079,786
#225:40072,524
#222:40089,1311
#224:37915,504
#225:37910,125
#222:37924,1296
#223:37921,815
#224:37916,287
#225:37911,672
#222:37925,83
#229:10615,70
#223:37922,528
#226:10629,279
#225:37912,1249
#222:37926,1071
#223:37923,455
#224:37918,498
#222:37927,1884
#225:38376,5470
#225:38649,2008
#223:38054,131
#223:38085,140
#224:38080,1040
#225:38075,1667
#225:38082,340
#223:38093,361
#225:38081,182
#229:10669,269
#222:38095,139
#223:38092,188
#224:38087,977
#225:38080,149
#222:38358,1168
#223:38355,190
#229:10728,280
#224:38350,100
#225:38345,389
#222:38359,152
#224:38483,138
#225:38478,328
#223:38546,607
#223:38647,91
#226:10824,561
#224:38642,194
#225:38637,328
#227:10820,1331
#222:38651,241
#228:10814,1216
#224:38643,174
#229:10811,497
#225:38638,276
#224:38644,217
#223:38816,109
#223:40483,500
#224:40478,1952
#224:40477,275
#225:40470,226
#226:11304,378
#222:40487,358
#225:38812,818
#223:38835,353
#222:38925,453
#225:40272,544
#223:40283,272
#224:40278,1740
#227:11239,243
#225:40271,407
#225:40270,302
#224:40277,1076
#222:40285,1953
#229:11227,235
#223:40281,91
#224:40276,406
#226:11243,242
#225:40269,227
#222:40283,317
#223:40279,203
#226:11242,435
#224:40274,1137
#224:40272,980
#229:11226,418
#225:40265,499
#222:40282,317
#222:40280,254
#227:11237,529
#223:40276,589
#224:40271,90
#224:40269,461
#222:40279,1401
#222:40278,929
#224:40267,5142
#228:11228,901
#229:11225,469
#223:40273,2103
#223:40266,545
#222:40270,223
#225:40261,167
#225:40351,835
#225:40471,619
#225:40753,2043
#227:11392,798
#223:40766,5056
#226:11397,422
#222:40771,1262
#224:41943,2330
#224:41944,757
#224:42800,475
#229:11895,452
#225:42793,371
#226:11911,1535
#222:42810,500
#227:11907,545
#224:42801,909
#228:11899,769
#225:42794,454
#229:11896,246
#222:42811,227
#223:42805,362
#225:42791,347
#222:41953,317
#223:41949,1422
#222:41952,724
#229:11684,390
#223:41948,1005
#223:41947,1375
#222:41951,938
#224:42279,3355
#223:42285,425
#225:40456,4054
#222:40473,98
#223:40469,356
#224:40464,80
#225:40457,9530
#222:40474,2847
#225:40458,361
#222:40475,315
#223:40473,868
#228:11289,1231
#224:40469,915
#229:11286,1213
#225:40462,639
#222:40479,4714
#223:40475,484
#226:11310,301
#225:40487,2132
#228:11621,131
#222:41692,1311
#223:41688,655
#222:41693,1049
#223:41689,1049
#224:41684,1311
#225:41677,131
#222:41694,393
#224:41685,262
#225:41678,655
#222:41695,131
#223:41691,393
#224:41686,262
#225:41679,1573
#225:41740,131
#222:41757,2359
#225:42285,262
#222:42302,1442
#225:42649,262
#222:42666,918
#223:42662,524
#222:44946,131
#223:44942,1311
#224:44937,131
#223:50703,393
#224:50697,786
#224:42293,342
#225:42951,768
#229:11944,911
#222:42968,243
#226:11960,243
#223:42964,754
#225:42952,5050
#227:11956,1114
#222:43974,1398
#223:43970,829
#224:43965,4991
#227:12236,1456
#225:43957,78
#222:43975,7512
#225:44746,706
#229:12462,1439
#222:44766,753
#223:44762,1428
#224:44757,1408
#225:44747,3960
#223:43352,918
#224:43285,131
#225:45504,262
#225:43902,368
#223:43916,1476
#222:43921,227
#223:43917,347
#223:43918,393
#224:43909,452
#225:43901,2108
#225:43905,361
#223:44681,693
#224:44403,1824
#225:44393,389
#222:44888,589
#223:44884,91
#224:44879,966
#225:44869,445
#222:45174,286
#223:45169,313
#224:45164,742
#223:45148,387
#225:45154,750
#223:45511,733
#222:44924,91
#223:44920,1286
#225:45473,3066
#226:12716,1205
#222:45559,335
#222:45561,421
#223:45556,691
#224:45551,779
#223:45865,755
#224:45859,792
#225:45850,2792
#222:46277,2234
#224:46329,7542
#222:46341,244
#222:46342,902
#225:45489,1214
#222:45686,1003
#224:45677,853
#229:12762,370
#224:45678,395
#226:12783,1550
#225:45668,359
#222:45689,1127
#223:46439,318
#222:46445,295
#223:46440,234
#229:12975,361
#224:46434,408
#223:46441,594
#223:46442,892
#222:46449,184
#224:46438,272
#225:46433,417
#224:46442,433
#225:46432,95
#222:46454,1126
#222:46452,363
#223:46447,192
#229:12977,1392
#224:46440,168
#224:46439,498
#222:46549,252
#228:13068,670
#224:46724,202
#224:47134,1984
#225:47125,1851
#223:47658,217
#223:49111,161
#225:47916,186
#224:49105,118
#224:47953,1609
#225:47943,1041
#222:48506,2097
#228:13528,786
#225:48484,918
#222:49614,983
#223:50533,774
#224:50527,3022
#227:14216,456
#225:50515,140
#223:50534,730
#223:50535,1281
#222:50543,407
#224:50530,531
#223:50537,1193
#222:50545,589
#225:50520,3238
#224:50533,488
#223:50540,492
#223:50541,1325
#223:50542,4526
#224:50537,753
#223:50545,1193
#225:50527,993
#223:50546,2078
#223:50547,1263
#223:50548,2385
#223:50550,1472
#222:50558,279
#223:50551,923
#224:50546,648
#226:14224,913
#225:50534,746
#223:50554,610
#224:50549,2262
#223:50556,1076
#223:50560,1429
#224:50554,207
#225:50542,1751
#226:14226,892
#222:50568,624
#227:14219,268
#223:50561,984
#223:50562,1282
#223:50563,343
#223:50564,774
#223:50565,949
#224:50562,2345
#226:14228,736
#225:50550,148
#227:14221,894
#223:50569,927
#223:50570,658
#223:50571,373
#223:50572,979
#222:50581,792
#223:50574,689
#225:50557,1566
#226:14230,262
#222:50584,1162
#227:14223,640
#223:50577,791
#223:50578,635
#223:50579,1345
#223:50580,2087
#227:14224,1039
#223:50581,874
#225:50565,965
#227:14225,1702
#223:50584,339
#225:50568,1175
#227:14226,959
#223:50587,82
#223:50588,1726
#223:50589,1545
#222:50597,2234
#223:50591,1705
#223:50592,816
#222:50601,908
#223:50594,100
#222:50603,683
#227:14227,295
#223:50596,491
#225:50579,3422
#227:14228,527
#223:50598,703
#223:50599,1731
#222:50608,369
#227:14229,1416
#223:50601,2336
#223:50602,992
#223:50603,4061
#224:50598,1385
#225:50586,338
#225:50589,281
#227:14230,235
#223:50608,2922
#224:50603,585
#226:14238,450
#222:50617,251
#223:50611,763
#223:50614,2923
#226:14240,779
#224:50609,177
#227:14233,340
#222:50623,826
#223:50616,95
#225:50599,1754
#223:50619,685
#222:50627,735
#223:50620,718
#224:50617,2402
#229:14215,356
#225:50605,1998
#226:14243,477
#222:50631,183
#227:14236,724
#223:50624,358
#222:50633,1533
#223:50626,798
#222:50635,571
#223:50628,1298
#225:50611,351
#222:50639,2750
#227:14237,1445
#223:50632,197
#223:50633,1113
#224:50628,1073
#222:50643,91
#223:50636,1337
#225:50618,1362
#222:50645,718
#222:50647,912
#224:50635,226
#225:50623,1863
#223:50643,1209
#224:50637,806
#225:50625,728
#222:50652,235
#225:50630,1184
#226:14246,308
#222:50656,909
#227:14239,1100
#224:50643,1053
#222:50657,963
#224:50644,181
#225:50633,1341
#227:14240,1552
#222:50659,582
#224:50648,2616
#226:14249,1150
#225:50636,664
#227:14242,1620
#222:50662,301
#222:50663,646
#222:50664,777
#224:50653,974
#227:14243,464
#225:50641,926
#222:50667,267
#224:50656,182
#225:50644,2335
#227:14244,768
#222:50670,1099
#225:50648,1605
#226:14253,426
#222:50674,1505
#227:14246,348
#223:50667,704
#225:50649,447
#225:50650,499
#222:50676,769
#224:50664,834
#226:14254,373
#225:50652,810
#225:50654,1863
#227:14248,662
#222:50680,501
#225:50655,1432
#222:50681,1761
#222:50703,1320
#223:50696,278
#229:14237,428
#224:50690,5649
#225:50678,101
#223:50705,619
#228:14253,418
#225:50717,959
#229:14247,267
#222:50743,157
#225:33359,262
#222:34277,655
#223:34277,524
#225:34277,262
#224:33675,524
#223:33677,2490
#227:9366,655
#224:33677,655
#225:33676,1049
#225:33674,655
#222:33676,393
#223:33676,524
#224:33676,655
#223:33843,393
#229:9417,655
#223:34052,131
#227:9479,262
#224:34052,393
#225:34051,131
#228:9479,1442
#226:9482,655
#222:34059,393
#223:34059,393
#227:9482,1442
#224:34059,1049
#225:34058,262
#225:34725,262
#222:34727,786
#223:34727,262
#224:34727,524
#225:34726,131
#229:9682,524
#222:34728,524
#224:34728,262
#225:34727,262
#222:34729,524
#223:34729,131
#222:34730,131
#222:34733,524
#227:9684,1311
#228:9684,1049
#223:34733,131
#224:34733,524
#225:34732,262
#222:34734,524
#229:9683,131
#223:34734,393
#224:34734,131
#226:9685,655
#225:34733,131
#227:9373,280
#223:33701,213
#224:33701,376
#228:9373,1216
#225:33700,965
#229:9372,426
#222:33702,177
#226:9374,605
#225:33701,254
#223:33711,3859
#226:9375,667
#224:33711,6326
#223:34055,325
#223:34265,368
#229:9549,297
#224:34265,7807
#226:9551,931
#225:34264,347
#224:35853,715
#222:34930,1597
#228:9741,328
#229:9739,253
#224:34929,240
#226:9742,266
#225:34928,170
#227:9742,304
#222:34931,528
#228:9742,239
#223:34931,609
#222:34929,273
#227:9741,477
#223:34929,272
#225:34825,364
#225:34927,954
#224:34931,186
#224:35269,546
#223:35272,227
#224:35270,386
#229:9834,248
#225:35269,91
#222:35274,214
#225:35270,292
#224:35459,539
#222:35464,888
#229:9883,1512
#223:35463,1649
#226:9889,298
#224:35460,274
#222:35466,500
#225:35494,412
#222:35500,136
#227:9899,1173
#223:35499,136
#225:35560,272
#229:9915,1316
#222:35566,91
#226:9921,840
#223:35565,319
#225:35561,588
#225:35582,495
#227:9923,279
#222:35589,718
#228:9921,1393
#223:35587,424
#225:35999,923
#225:36000,568
#229:10018,393
#222:36012,581
#226:10029,646
#223:36009,1135
#227:10025,707
#224:36005,366
#225:36002,408
#222:36016,363
#229:10020,1690
#223:36013,273
#223:36014,501
#222:36018,2163
#228:10024,1566
#223:36015,172
#224:36011,500
#225:36007,447
#225:36185,762
#227:10095,818
#222:36197,428
#228:10092,258
#223:36194,759
#229:10089,432
#224:36190,1651
#224:36189,301
#225:36184,228
#229:10088,244
#222:36196,764
#226:10099,783
#223:36193,897
#224:36500,470
#225:36499,303
#229:10197,485
#222:36511,181
#223:36505,501
#228:10199,1620
#224:36501,2535
#226:10207,1037
#222:36509,292
#228:10200,1182
#223:36507,405
#223:36578,316
#222:36582,1915
#226:10228,345
#223:36579,238
#227:10224,294
#224:36575,226
#228:10221,352
#225:36571,405
#222:36628,412
#224:36621,363
#225:36617,341
#222:36722,136
#225:36711,610
#227:10267,317
#222:36723,225
#228:10264,305
#223:36720,804
#229:10261,337
#224:36716,102
#226:10272,254
#225:36712,663
#223:36722,907
#223:36936,371
#224:36932,546
#223:37841,946
#227:10599,1618
#225:37831,1406
#228:10593,285
#222:37845,136
#223:37842,318
#224:37837,136
#229:10590,1103
#222:37846,192
#226:10604,242
#223:37843,499
#223:37844,299
#229:10591,951
#226:10605,527
#225:37834,453
#223:37846,322
#224:37841,375
#222:38047,499
#222:38048,590
#224:38038,1424
#223:38044,959
#227:10665,1260
#224:38039,273
#228:10659,731
#225:38034,212
#222:38427,589
#223:38424,326
#229:10748,306
#224:38419,421
#222:38536,3497
#228:10779,765
#223:38533,944
#224:38584,976
#222:38709,483
#226:10842,435
#223:38706,389
#222:39261,307
#223:39257,727
#224:39252,181
#222:39262,408
#224:39253,452
#225:39248,634
#224:39346,182
#225:39341,227
#222:39356,182
#224:39347,273
#225:39342,363
#225:39578,361
#225:39579,318
#227:11058,462
#222:39596,287
#223:39712,372
#222:39833,364
#223:39830,499
#226:11123,938
#224:39825,219
#224:39998,1657
#227:11164,1161
#225:39991,590
#228:11156,538
#222:40008,2297
#225:39990,948
#226:11168,1430
#223:40003,638
#223:40258,352
#229:11219,1699
#224:40253,1868
#226:11235,587
#225:40246,252
#227:11231,752
#222:40263,217
#228:11223,419
#223:40259,289
#229:11220,345
#224:40254,1494
#226:11236,441
#225:40247,136
#227:11232,291
#222:40264,390
#224:40286,381
#223:40291,251
#225:40901,363
#222:40918,412
#223:40914,1396
#229:11430,246
#224:40909,2161
#226:11446,446
#225:40902,1453
#222:40919,634
#223:40915,1172
#227:11442,1188
#224:40910,256
#228:11434,519
#225:40903,406
#229:11431,565
#222:40920,486
#223:41163,498
#226:11500,1030
#225:41151,631
#227:11496,573
#222:41168,1826
#223:41164,876
#223:41483,383
#224:41478,369
#224:41934,375
#228:11685,499
#225:41927,176
#222:41944,491
#223:41940,267
#222:41942,134
#223:41938,246
#229:11681,446
#224:41933,180
#226:11697,1330
#225:41926,173
#227:11693,352
#222:41943,1400
#223:41939,483
#222:42162,664
#223:42158,1312
#224:42153,266
#224:42288,435
#223:42445,273
#224:42440,824
#226:11809,448
#225:42433,578
#227:11805,275
#224:42441,1496
#228:11797,816
#229:11794,968
#225:42647,143
#227:11870,329
#222:42664,1334
#223:42660,482
#228:11862,305
#225:42648,509
#224:42906,136
#222:42916,672
#225:43272,92
#225:43281,268
#224:43388,690
#227:12073,331
#225:43380,213
#228:12065,669
#222:43398,223
#229:12061,1008
#223:43394,307
#226:12078,1265
#225:43381,663
#225:43382,268
#222:43400,217
#229:12062,289
#223:43396,825
#225:43393,496
#224:44002,553
#228:12234,1200
#225:43994,263
#229:12230,1290
#222:44012,222
#226:12247,1172
#223:44008,179
#224:44003,306
#225:43995,369
#225:44367,176
#228:12337,301
#222:44387,669
#222:44386,224
#223:44694,137
#224:44689,757
#223:45501,447
#224:45496,135
#225:45486,274
#222:45507,320
#227:12714,541
#223:45502,762
#228:12705,631
#224:45497,663
#225:45487,330
#229:12699,237
#222:45508,179
#226:12720,912
#224:45498,323
#225:45488,649
#223:45504,492
#224:45499,267
#222:46528,4129
#229:13004,257
#225:46508,170
#226:13026,569
#222:46530,1061
#227:13021,244
#223:46525,178
#224:46519,157
#228:13011,250
#225:46509,489
#229:13005,277
#222:46531,189
#223:46526,362
#224:46520,316
#225:46510,176
#222:46534,359
#223:46529,126
#224:46522,91
#225:46512,932
#224:46523,500
#227:13022,1352
#225:46513,2195
#225:46514,228
#229:13006,340
#222:46536,194
#225:46515,1592
#228:13013,868
#225:46516,2078
#223:46533,718
#224:46527,348
#224:46524,301
#222:46535,2973
#228:13012,388
#223:46530,2821
#222:46532,301
#226:13027,351
#223:46527,157
#224:46757,379
#225:46747,419
#222:46769,577
#225:49392,393
#222:35806,786
#223:35803,131
#225:49393,918
#222:49419,1049
#224:49406,262
#225:49394,655
#222:49420,1049
#223:49413,131
#223:49415,786
#224:49409,1311
#224:49407,655
#225:49395,1049
#223:49412,393
#222:49421,1311
#229:13838,786
#224:49408,1442
#222:49422,131
#223:37276,364
#224:37271,409
#225:37266,2328
#222:37280,785
#223:37277,638
#227:10437,1300
#224:37272,370
#228:10431,341
#225:37267,369
#225:39759,876
#227:11104,464
#222:43165,1160
#223:43161,817
#225:43148,1299
#222:43166,1994
#223:43162,869
#226:12017,716
#224:43157,2065
#225:43149,6853
#222:43167,2689
#227:12013,610
#223:43163,1232
#224:43158,3005
#225:43150,1351
#222:43168,2134
#223:43164,1540
#224:43159,1935
#228:12005,457
#222:43169,156
#223:43165,1136
#224:43160,1553
#225:43152,1176
#222:43170,1717
#222:43172,79
#226:12018,265
#223:43168,3050
#222:44097,345
#226:12268,1410
#223:44093,494
#224:45213,1453
#222:45225,310
#223:46572,1826
#229:13017,373
#224:46566,1503
#226:13039,589
#225:46556,205
#227:13034,907
#222:46578,1225
#224:43219,1169
#224:43994,1876
#223:44645,147
#227:12442,320
#224:44640,637
#225:44630,941
#224:45491,1853
#226:13001,1299
#224:46447,1034
#226:13211,94
#225:47204,1016
#223:47407,316
#224:47401,1722
#222:47413,429
#226:13412,272
#225:47952,227
