legid,ACT,CP,GT,WYR
#25:32556,-1,-1,0,0
#25:32560,0,4,2,0
#25:32562,0,2,5,3
#25:32563,0,0,3,0
#25:32565,1,0,0,0
#25:32567,1,4,4,0
#25:32569,0,0,0,0
#25:32577,1,3,0,0
#25:3258,0,0,0,0
#25:32582,0,2,1,0
#25:32583,0,1,0,0
#25:32584,-1,1,-4,0
#25:32594,0,1,1,0
#25:32604,1,7,4,0
#25:32605,0,3,1,0
#25:32622,0,4,0,0
#25:32624,1,0,0,0
#25:32625,0,4,2,0
#25:32629,0,-3,2,0
#25:32647,0,1,1,0
#25:32656,1,9,10,7
#25:32659,0,1,0,0
#25:32661,0,0,1,0
#25:32665,0,6,4,0
#25:32667,0,3,1,0
#25:3267,0,0,0,0
#25:32673,0,0,1,0
#25:32684,1,0,0,0
#25:32691,0,1,3,3
#25:32699,0,-1,0,-1
#25:32707,0,1,0,0
#25:32712,0,1,0,0
#25:32728,0,0,2,0
#25:32729,0,9,9,0
#25:32733,0,-2,-2,0
#25:32734,0,1,2,0
#25:32738,1,9,10,-2
#25:32739,-1,3,7,2
#25:32744,1,1,1,0
#25:32747,-1,5,6,3
#25:32750,0,0,0,0
#25:32756,0,0,9,0
#25:32757,1,9,12,0
#25:32758,1,0,0,0
#25:3276,1,0,1,1
#25:32764,1,3,1,0
#25:32765,1,0,7,0
#25:32766,0,-1,1,0
#25:32767,0,0,1,0
#25:32773,1,3,0,0
#25:32774,1,0,2,0
#25:32775,-1,0,0,0
#25:32777,1,5,0,0
#25:32778,0,-1,0,0
#25:32783,1,9,8,0
#25:32786,0,0,1,0
#25:32791,1,0,0,0
#25:32794,1,6,6,2
#25:32802,0,2,4,0
#25:32805,0,3,3,0
#25:32808,0,0,1,0
#25:32809,1,0,0,0
#25:32816,0,0,0,0
#25:3282,0,0,0,0
#25:32825,1,1,4,0
#25:32838,0,0,0,0
#25:32839,0,0,0,0
#25:32850,0,4,4,0
#25:32852,0,5,-2,0
#25:32853,0,2,0,0
#25:32854,0,1,1,0
#25:32860,0,2,0,0
#25:32863,0,-1,3,0
#25:32864,0,3,1,0
#25:32871,0,0,0,0
#25:32872,0,0,0,0
#25:32875,0,0,-2,0
#25:32879,0,0,1,0
#25:32880,0,2,1,0
#25:32883,0,2,1,0
#25:32886,0,0,3,0
#25:32889,0,-1,-4,0
#25:3289,1,-1,0,0
#25:3290,1,3,2,0
#25:32902,0,0,1,0
#25:32906,0,7,4,0
#25:32918,1,9,12,0
#25:32923,0,-1,1,0
#25:32924,0,3,5,0
#25:32926,0,0,0,0
#25:32927,1,0,0,0
#25:32928,1,0,0,0
#25:32930,0,0,0,0
#25:32931,0,0,0,0
#25:32933,1,3,3,2
#25:32935,-1,0,-5,1
#25:32936,0,0,0,0
#25:32938,0,0,-3,0
#25:32945,0,0,0,0
#25:32946,0,0,0,0
#25:32948,0,-2,2,0
#25:32952,0,0,0,0
#25:32959,1,5,6,0
#25:32963,1,0,0,0
#25:32964,1,0,0,0
#25:32965,0,4,1,0
#25:32966,1,3,1,0
#25:32969,0,1,2,0
#25:32970,1,0,0,0
#25:32976,0,0,1,0
#25:32977,1,4,4,0
#25:3298,0,0,2,2
#25:32981,1,0,0,0
#25:32984,0,2,0,0
#25:32985,0,0,2,0
#25:32986,0,8,5,0
#25:32992,0,0,8,0
#25:32996,0,0,0,0
#25:3300,-1,0,-12,-9
#25:33000,0,3,1,0
#25:33001,0,0,1,0
#25:33002,0,0,1,0
#25:33008,1,2,9,0
#25:3301,1,0,0,1
#25:33012,0,-2,1,0
#25:33015,1,5,2,0
#25:33020,0,2,1,0
#25:33021,0,-1,0,1
#25:3303,0,0,-2,0
#25:33038,0,3,3,0
#25:33039,0,3,3,0
#25:33041,0,0,1,0
#25:33049,0,0,2,0
#25:33055,0,2,0,0
#25:33057,0,0,-1,0
#25:33058,1,6,4,1
#25:33059,0,3,-5,0
#25:33061,1,0,5,0
#25:33063,0,3,0,0
#25:33064,1,6,4,2
#25:33065,0,-1,1,0
#25:33066,0,0,2,0
#25:33067,1,-2,5,0
#25:33077,1,1,6,0
#25:33089,-1,1,3,0
#25:3311,0,0,0,-1
#25:33112,0,0,1,0
#25:33115,1,-1,1,0
#25:33117,1,0,1,0
#25:33118,0,0,1,0
#25:33121,1,6,9,0
#25:33130,0,1,1,0
#25:33133,0,-1,5,-5
#25:33136,0,0,2,0
#25:33153,1,11,9,0
#25:33157,0,0,3,0
#25:33168,0,6,4,0
#25:33170,1,3,10,0
#25:33176,0,5,0,0
#25:33178,1,0,0,0
#25:33179,0,0,0,2
#25:33183,1,9,12,0
#25:33184,0,5,0,0
#25:33185,0,6,0,6
#25:33191,0,0,1,0
#25:33194,0,0,3,0
#25:33195,0,0,0,0
#25:33196,0,-2,2,0
#25:33198,1,-2,1,0
#25:33201,0,3,1,0
#25:33204,1,1,1,0
#25:33206,0,0,1,0
#25:33209,1,1,1,0
#25:3321,0,0,5,6
#25:33211,0,1,0,0
#25:33215,0,-6,-8,-4
#25:33217,0,0,1,0
#25:33218,0,0,1,0
#25:33221,1,1,1,0
#25:33222,1,8,5,0
#25:3323,1,0,2,-1
#25:33232,0,3,2,0
#25:33235,-1,0,0,0
#25:33237,0,3,1,0
#25:33253,0,4,5,0
#25:33254,0,3,3,0
#25:33255,0,4,0,0
#25:33262,1,5,4,0
#25:33265,0,1,0,0
#25:33268,1,0,0,0
#25:33282,0,0,2,0
#25:33297,1,11,7,0
#25:33313,0,1,0,0
#25:33319,0,1,0,0
#25:33325,0,0,4,0
#25:33329,1,7,7,4
#25:33335,0,-2,-1,0
#25:33336,0,3,-1,0
#25:33337,0,0,2,-1
#25:33338,0,1,-2,0
#25:33350,1,9,9,0
#25:33356,1,1,1,0
#25:33366,0,0,7,0
#25:33369,0,0,0,0
#25:33372,1,0,0,0
#25:33373,0,0,1,0
#25:33376,0,3,0,0
#25:3338,0,0,-3,0
#25:33392,0,0,0,0
#25:33393,0,1,0,0
#25:33396,1,8,8,0
#25:33400,0,4,7,2
#25:33404,0,0,0,0
#25:33406,0,0,0,0
#25:33408,0,-1,2,0
#25:33412,0,-1,-1,0
#25:33414,0,0,0,0
#25:33415,1,2,0,0
#25:33419,0,0,1,0
#25:3342,0,0,0,2
#25:33425,0,5,2,0
#25:33426,0,-1,2,0
#25:3343,0,-4,2,0
#25:33430,0,-1,-2,0
#25:33432,0,0,0,-1
#25:33433,0,5,-2,0
#25:33434,-1,0,0,0
#25:33453,0,6,4,4
#25:33455,0,10,7,0
#25:33459,0,-2,-3,0
#25:33462,0,0,2,1
#25:33467,0,5,0,0
#25:33469,0,0,0,0
#25:3347,1,0,1,2
#25:33470,0,0,0,0
#25:33476,0,1,0,-1
#25:33485,0,2,2,0
#25:33491,0,1,0,0
#25:33497,0,4,4,0
#25:33503,1,0,0,0
#25:33506,0,0,3,0
#25:3351,0,0,1,1
#25:33520,-1,0,0,0
#25:33522,0,0,2,0
#25:33523,0,0,0,1
#25:33524,0,0,0,0
#25:33526,0,3,3,0
#25:3353,1,0,3,-1
#25:33530,1,7,4,2
#25:33532,0,1,-1,0
#25:33533,0,1,0,0
#25:3354,1,0,2,0
#25:3355,1,0,3,-1
#25:33550,0,1,6,0
#25:33551,0,0,1,0
#25:33553,1,4,12,0
#25:33561,1,-1,4,0
#25:33567,0,-1,0,0
#25:33569,0,0,4,0
#25:33576,0,6,2,0
#25:33577,1,9,12,0
#25:33581,1,1,10,0
#25:33585,0,0,0,0
#25:3359,0,0,4,0
#25:33591,1,0,0,0
#25:33592,1,0,0,0
#25:33595,0,-1,4,0
#25:33598,0,-1,2,0
#25:33601,0,-1,1,0
#25:33605,0,0,5,0
#25:33609,0,1,3,0
#25:33613,0,0,2,0
#25:33618,0,0,0,0
#25:33622,0,0,0,0
#25:33623,0,0,-1,0
#25:33630,1,1,2,1
#25:33633,0,3,0,0
#25:33635,1,6,3,0
#25:33637,0,0,1,0
#25:33641,0,1,0,0
#25:33646,1,2,2,0
#25:33647,0,0,3,2
#25:33648,0,0,1,0
#25:33651,0,3,-3,0
#25:33655,0,0,1,0
#25:33660,0,0,1,0
#25:33662,0,0,1,0
#25:33667,1,4,2,0
#25:33674,0,0,1,0
#25:33678,0,-2,2,0
#25:33686,0,1,0,0
#25:33694,0,0,0,0
#25:33705,0,0,1,0
#25:33711,0,1,0,0
#25:33718,0,2,-1,0
#25:33719,0,0,2,0
#25:33720,0,1,4,0
#25:33730,-1,2,3,4
#25:33733,0,0,3,0
#25:33734,0,1,0,0
#25:33735,1,0,0,0
#25:3374,1,0,5,4
#25:33741,1,0,0,0
#25:33747,0,0,1,0
#25:33749,0,0,2,0
#25:3375,0,0,-3,-1
#25:33763,0,-2,-1,0
#25:33764,0,0,2,1
#25:33787,1,0,0,0
#25:33789,0,-2,0,0
#25:33791,0,0,0,0
#25:33793,1,0,0,0
#25:33794,1,0,2,0
#25:33796,0,4,1,0
#25:33797,0,1,2,0
#25:33798,1,8,6,0
#25:3381,0,0,0,0
#25:33812,0,0,0,0
#25:33813,0,0,3,0
#25:33815,0,0,2,0
#25:33824,1,0,0,0
#25:33828,0,0,2,0
#25:3383,-1,0,3,0
#25:33832,0,1,0,0
#25:33833,0,-1,0,0
#25:33834,0,0,1,0
#25:33836,0,4,0,0
#25:33849,0,3,2,0
#25:33852,0,1,0,0
#25:33854,0,0,6,0
#25:33858,0,0,0,0
#25:33859,1,2,2,0
#25:33862,1,7,7,0
#25:33868,1,2,1,0
#25:33872,0,9,10,0
#25:3388,0,0,1,2
#25:33880,0,2,-2,0
#25:33894,0,0,1,0
#25:33905,1,9,12,0
#25:33907,0,0,1,0
#25:33911,0,-2,4,0
#25:33916,0,2,2,0
#25:33919,0,2,0,0
#25:33920,0,1,0,0
#25:33924,1,5,6,0
#25:33926,0,1,1,0
#25:33937,0,-1,-1,0
#25:33944,0,0,2,0
#25:33949,-1,-5,-1,0
#25:33956,0,1,1,0
#25:33957,0,0,1,0
#25:3396,0,0,-1,0
#25:33961,1,2,0,0
#25:33962,0,3,2,0
#25:33963,0,-4,-2,-1
#25:33970,0,0,1,0
#25:33971,0,0,0,0
#25:33972,0,4,0,0
#25:33973,0,-1,1,0
#25:33975,0,1,0,0
#25:3398,0,2,2,0
#25:33981,1,0,0,0
#25:33983,1,5,3,0
#25:3400,0,0,1,0
#25:34012,1,0,0,0
#25:34013,-1,0,0,0
#25:34014,0,0,1,0
#25:34015,0,2,3,0
#25:34016,1,1,6,1
#25:34019,1,0,0,0
#25:34026,0,2,5,0
#25:34038,0,1,2,0
#25:34047,1,11,9,0
#25:34048,1,6,0,0
#25:34051,1,10,8,0
#25:34052,1,11,8,0
#25:34053,1,11,8,0
#25:34054,1,11,6,0
#25:34060,-1,3,5,-1
#25:3407,0,0,0,0
#25:34072,0,3,9,0
#25:34074,1,1,1,0
#25:34075,0,0,2,0
#25:3408,1,0,0,0
#25:34080,0,0,0,0
#25:34082,0,0,2,0
#25:34083,0,4,5,0
#25:34087,1,6,-3,0
#25:3409,0,0,1,2
#25:34093,1,3,7,0
#25:34094,0,0,0,0
#25:34097,0,1,2,0
#25:34099,0,1,0,0
#25:34101,0,4,1,0
#25:34103,0,-3,2,0
#25:34107,1,7,3,0
#25:3411,1,3,0,0
#25:34110,0,2,0,0
#25:34111,0,6,0,0
#25:34115,0,0,-1,0
#25:34119,0,0,0,0
#25:3412,1,0,10,7
#25:34120,0,0,2,0
#25:34134,-1,3,5,0
#25:34135,0,0,6,0
#25:34137,0,0,2,0
#25:34143,-1,2,3,0
#25:34147,0,3,2,0
#25:34148,0,7,3,0
#25:34150,0,4,0,0
#25:34159,0,5,3,0
#25:34163,0,0,0,0
#25:34170,0,0,0,0
#25:34172,0,5,0,0
#25:34173,0,3,3,0
#25:34174,0,0,0,0
#25:34188,1,1,3,0
#25:34190,1,0,0,0
#25:34193,0,0,2,0
#25:34196,0,2,4,0
#25:34204,0,1,0,0
#25:34213,0,0,1,0
#25:34214,0,0,10,0
#25:34217,0,1,2,0
#25:34219,1,6,3,0
#25:3422,-1,0,4,9
#25:34220,1,2,6,0
#25:34237,1,0,2,1
#25:34245,1,0,0,0
#25:34249,1,9,6,0
#25:34251,0,2,0,0
#25:3426,0,0,-2,0
#25:34260,1,-2,1,0
#25:34271,1,4,2,0
#25:34284,0,2,0,0
#25:34285,0,0,2,0
#25:34288,0,0,2,0
#25:34291,1,11,8,0
#25:34297,0,-1,0,0
#25:34303,0,0,-1,0
#25:34309,0,1,0,0
#25:3431,0,0,0,1
#25:34313,0,0,1,0
#25:34314,-1,0,0,0
#25:34315,1,0,0,0
#25:34316,0,8,2,0
#25:34320,1,0,0,0
#25:34325,0,0,0,0
#25:34328,1,0,0,0
#25:34330,1,0,0,0
#25:34335,0,0,1,0
#25:34337,0,0,0,0
#25:34348,0,0,1,0
#25:34349,0,4,4,0
#25:34350,0,0,5,0
#25:34356,1,2,2,0
#25:34361,0,0,0,0
#25:34364,0,0,5,0
#25:34366,0,6,0,0
#25:34367,0,8,8,0
#25:34370,0,4,2,0
#25:34372,0,1,0,0
#25:34374,0,4,5,0
#25:34375,-1,1,-1,0
#25:34380,0,-1,-1,0
#25:34382,0,4,9,0
#25:34384,0,2,0,0
#25:34385,0,1,0,0
#25:34386,1,0,0,0
#25:34393,1,5,0,0
#25:34398,0,4,0,0
#25:34399,0,10,7,0
#25:34402,1,0,0,0
#25:34422,1,7,9,0
#25:34423,0,6,8,0
#25:3444,0,0,1,1
#25:34440,0,-1,0,0
#25:34441,0,0,-1,0
#25:34443,0,0,0,0
#25:34444,0,2,-4,0
#25:34445,0,0,1,0
#25:34448,1,0,0,0
#25:34453,0,0,0,0
#25:34454,0,0,2,0
#25:34457,0,1,0,0
#25:34478,0,1,0,0
#25:34483,0,-4,-1,0
#25:34495,0,0,0,0
#25:34507,1,6,4,0
#25:34509,1,2,0,0
#25:34523,0,3,2,0
#25:34529,0,0,2,0
#25:34530,0,5,5,0
#25:34547,1,2,3,2
#25:3455,-1,0,6,-2
#25:34555,0,-6,2,0
#25:34561,0,-1,1,0
#25:34564,0,0,2,0
#25:34566,0,7,0,0
#25:34572,0,0,0,0
#25:34579,1,1,2,1
#25:34580,1,7,6,1
#25:34581,1,6,3,0
#25:34597,-1,0,0,0
#25:3460,1,0,0,0
#25:34600,0,0,0,0
#25:34605,1,5,1,0
#25:34607,0,0,0,0
#25:34613,0,1,2,0
#25:34617,0,-1,0,0
#25:34621,0,-5,-5,0
#25:34625,0,4,5,0
#25:34628,1,11,7,0
#25:3464,1,0,2,2
#25:34641,0,4,0,0
#25:34662,0,0,1,0
#25:3467,1,0,3,2
#25:34674,0,1,0,0
#25:34678,1,-1,2,0
#25:3468,0,0,1,0
#25:34683,0,0,0,0
#25:34685,0,2,0,0
#25:34686,0,0,1,0
#25:34687,1,2,2,0
#25:34688,1,2,3,0
#25:3469,0,0,0,0
#25:34694,0,-3,0,0
#25:34697,0,2,0,1
#25:34700,0,7,3,0
#25:34701,0,7,3,0
#25:34702,0,3,6,0
#25:34708,0,0,0,-2
#25:34719,1,0,0,0
#25:34723,0,1,3,0
#25:34724,0,2,2,0
#25:34725,1,1,1,0
#25:34730,1,0,0,0
#25:34731,0,1,1,0
#25:34732,0,4,4,0
#25:34743,1,-3,4,4
#25:34748,1,5,9,0
#25:3476,0,0,-1,0
#25:3477,1,0,2,3
#25:34774,0,3,5,0
#25:34775,1,11,9,0
#25:34777,1,1,1,0
#25:34778,1,1,1,0
#25:34779,1,1,1,0
#25:34783,0,2,3,0
#25:34785,0,0,3,2
#25:34786,1,0,0,0
#25:34788,0,0,3,0
#25:3479,0,0,0,0
#25:34797,0,0,-1,0
#25:34798,1,1,-1,0
#25:34799,0,1,-1,0
#25:34801,0,0,4,0
#25:34802,0,2,3,0
#25:34804,1,0,0,0
#25:34811,-1,4,0,0
#25:34814,1,5,1,0
#25:34815,1,5,4,0
#25:34818,0,0,0,0
#25:34831,1,0,0,0
#25:34832,0,5,2,0
#25:34834,0,0,3,0
#25:34838,0,0,0,0
#25:34841,0,0,0,0
#25:34845,0,6,5,0
#25:34849,1,0,0,0
#25:34851,0,0,0,0
#25:34852,0,0,1,0
#25:34853,0,2,0,0
#25:34858,0,2,0,0
#25:34863,0,3,2,0
#25:34868,1,0,0,0
#25:34919,0,0,1,0
#25:34927,1,9,10,0
#25:34930,0,0,0,0
#25:34932,1,1,0,0
#25:34936,0,0,1,0
#25:34938,0,0,1,0
#25:34939,0,0,1,0
#25:34940,0,0,4,0
#25:34941,0,2,4,0
#25:34951,0,3,0,0
#25:34953,0,-2,0,0
#25:34954,0,8,6,2
#25:34967,0,2,0,0
#25:3497,0,0,0,1
#25:34970,0,1,1,0
#25:34972,0,0,0,0
#25:34976,0,0,0,0
#25:34978,0,10,12,0
#25:34979,0,0,-1,0
#25:34980,-1,2,2,0
#25:34981,0,0,1,0
#25:34985,1,9,11,0
#25:34990,0,0,1,0
#25:34992,0,8,6,0
#25:34995,0,0,2,0
#25:35000,1,0,0,0
#25:35005,1,9,12,0
#25:35013,0,0,1,0
#25:35015,1,0,0,0
#25:35021,0,1,0,0
#25:3503,0,0,3,5
#25:35031,1,9,12,0
#25:35033,0,1,0,0
#25:35035,0,0,4,0
#25:35037,1,0,0,0
#25:35041,0,-1,2,0
#25:35061,0,0,1,0
#25:35064,0,0,1,0
#25:35067,0,4,2,0
#25:35069,0,2,0,0
#25:35074,1,4,0,1
#25:35082,0,3,2,0
#25:35083,0,1,0,0
#25:35084,0,3,2,0
#25:35096,0,0,1,0
#25:35101,0,0,1,0
#25:35102,0,4,4,0
#25:35103,0,0,3,0
#25:35104,0,0,0,0
#25:35105,0,0,1,0
#25:35110,1,0,2,0
#25:35113,0,1,0,0
#25:35114,0,0,1,0
#25:35115,0,0,0,0
#25:35118,1,1,1,0
#25:35121,0,0,-1,0
#25:35128,0,0,1,0
#25:35129,1,-3,6,0
#25:35130,1,0,0,0
#25:35140,0,3,3,0
#25:35142,0,2,2,0
#25:35144,0,1,0,0
#25:35147,0,0,0,0
#25:35148,0,2,0,0
#25:35151,0,0,1,0
#25:35155,1,2,1,0
#25:3516,0,3,7,0
#25:35160,0,4,5,0
#25:35164,0,5,4,0
#25:35165,0,0,1,0
#25:35168,0,7,3,0
#25:35169,0,7,3,0
#25:35170,1,3,3,0
#25:35171,0,0,0,-2
#25:35172,1,0,2,3
#25:35176,1,1,6,0
#25:35180,0,0,1,0
#25:35189,1,1,3,1
#25:3519,-1,0,0,1
#25:35190,0,2,1,0
#25:35193,0,-4,0,0
#25:35199,0,0,3,0
#25:35235,0,1,1,0
#25:3524,1,0,0,-2
#25:35263,0,0,1,0
#25:35267,0,1,0,0
#25:35268,0,0,0,0
#25:35269,0,1,0,0
#25:35277,0,-3,-2,0
#25:35278,0,0,3,0
#25:35281,0,0,3,0
#25:35290,0,-1,1,0
#25:35291,0,3,1,0
#25:35293,1,2,4,2
#25:35296,1,0,0,0
#25:35297,0,0,1,0
#25:35299,0,0,-1,0
#25:35305,1,1,1,0
#25:35306,1,1,1,0
#25:35307,0,1,2,0
#25:35308,0,0,1,0
#25:35309,0,2,1,0
#25:35312,0,2,1,0
#25:35313,0,0,0,0
#25:35314,0,0,1,0
#25:35315,0,1,1,0
#25:35320,0,0,1,0
#25:35322,0,0,0,0
#25:35324,0,-1,-6,0
#25:35325,0,0,0,0
#25:35326,0,4,4,0
#25:35338,1,4,1,0
#25:3534,1,0,4,4
#25:3536,0,0,7,6
#25:35367,0,2,2,1
#25:35371,0,2,2,0
#25:35383,0,4,4,-1
#25:35384,1,-2,1,0
#25:35385,0,0,0,0
#25:35386,0,3,0,0
#25:35388,0,0,0,0
#25:35389,0,2,0,0
#25:3539,0,0,2,4
#25:35399,1,0,0,0
#25:35400,1,0,0,0
#25:35403,1,4,5,0
#25:35406,1,0,0,0
#25:35409,0,2,3,0
#25:35412,0,3,3,0
#25:35413,1,9,12,0
#25:35414,0,5,2,0
#25:35425,0,2,0,0
#25:3543,1,0,0,0
#25:35430,0,0,0,0
#25:35431,0,5,2,0
#25:35435,0,0,0,0
#25:35436,0,0,0,0
#25:35438,0,0,0,0
#25:35440,0,2,2,0
#25:35441,0,0,-2,0
#25:35442,0,-1,0,0
#25:35444,0,3,5,0
#25:35449,1,6,4,2
#25:35450,0,-2,1,0
#25:35459,0,0,0,0
#25:35463,0,2,0,0
#25:35465,0,4,0,0
#25:35467,0,-2,-2,-1
#25:35469,1,6,5,2
#25:35471,0,0,0,0
#25:35477,0,1,0,0
#25:35478,-1,-1,1,0
#25:35489,1,0,0,0
#25:35505,0,0,2,0
#25:35506,0,0,0,0
#25:35512,0,0,1,0
#25:35515,1,9,7,0
#25:35516,0,1,1,0
#25:35517,0,-1,2,0
#25:35519,1,5,0,0
#25:35523,0,1,0,0
#25:3553,0,0,0,3
#25:35533,0,0,5,0
#25:35535,1,0,0,0
#25:35537,0,1,5,0
#25:35538,0,-4,1,0
#25:35539,1,4,3,0
#25:35553,0,4,4,0
#25:35554,1,8,6,0
#25:35555,0,3,-2,0
#25:35556,0,0,0,0
#25:35561,1,1,-1,0
#25:35563,-1,7,4,0
#25:35569,0,-1,-1,0
#25:35570,1,7,12,0
#25:35574,0,0,1,0
#25:35590,0,-1,-2,0
#25:35591,1,1,2,0
#25:35596,0,4,0,0
#25:35597,0,0,-3,0
#25:35598,1,2,2,2
#25:35604,0,6,3,0
#25:35611,0,3,7,0
#25:35621,1,6,6,0
#25:35624,0,0,1,0
#25:35625,1,7,6,0
#25:35631,0,1,0,0
#25:35636,0,0,0,0
#25:35640,0,0,-8,0
#25:35645,1,1,2,0
#25:35655,0,0,2,0
#25:35657,0,1,5,0
#25:35676,0,0,0,0
#25:35677,0,0,1,0
#25:35682,0,3,5,0
#25:35683,0,5,0,0
#25:35686,0,1,1,0
#25:3569,0,1,-1,0
#25:35691,0,0,2,0
#25:35694,0,0,3,0
#25:35703,0,-2,-2,0
#25:35707,0,0,1,0
#25:35709,1,0,0,0
#25:3571,1,0,0,0
#25:35710,1,0,0,0
#25:35711,0,3,0,0
#25:35717,0,2,0,0
#25:35718,1,6,1,0
#25:35728,0,10,12,0
#25:35730,0,0,0,0
#25:35734,1,1,1,0
#25:35736,0,-1,0,0
#25:35740,0,0,1,0
#25:35748,0,1,1,0
#25:35749,1,0,0,0
#25:3575,0,1,2,0
#25:35752,0,0,0,0
#25:35753,1,0,0,0
#25:35755,1,0,0,0
#25:35757,1,4,7,0
#25:3576,0,0,2,0
#25:35765,0,0,3,0
#25:35768,1,7,3,0
#25:3577,0,1,0,0
#25:3578,0,1,3,-4
#25:35782,0,1,0,0
#25:35785,0,2,0,1
#25:35787,0,2,2,0
#25:35788,0,0,2,0
#25:35789,0,0,-1,0
#25:35790,0,0,0,0
#25:35795,0,4,0,0
#25:35797,0,-1,1,0
#25:35802,-1,5,7,0
#25:35806,1,7,3,0
#25:35808,0,0,2,0
#25:35809,0,-2,-2,0
#25:35810,0,1,3,0
#25:35814,0,0,1,0
#25:35817,0,0,2,1
#25:35820,0,0,-4,0
#25:35824,0,6,4,-1
#25:35828,1,0,0,0
#25:35837,0,2,3,0
#25:35842,0,4,5,0
#25:35844,0,-3,0,0
#25:35851,1,2,5,0
#25:35852,0,0,1,0
#25:35857,1,2,1,0
#25:35859,1,3,0,0
#25:35860,0,0,1,0
#25:35863,0,0,0,0
#25:35866,0,1,2,0
#25:35869,-1,-1,-1,-1
#25:3587,0,0,1,0
#25:35871,0,2,-1,-2
#25:35874,0,-2,-2,0
#25:35880,0,-2,-1,0
#25:35881,0,0,0,0
#25:35886,0,6,0,0
#25:35887,1,4,4,0
#25:35899,0,0,5,0
#25:3590,1,0,0,0
#25:35904,0,0,0,0
#25:35912,0,3,0,1
#25:35913,0,0,5,0
#25:35917,0,5,5,0
#25:35918,0,5,6,0
#25:35929,0,3,0,0
#25:3593,0,0,0,-3
#25:35937,0,1,2,0
#25:3594,0,0,0,0
#25:35942,0,2,-2,0
#25:35948,0,-1,1,0
#25:35951,0,-2,-2,0
#25:35971,0,-1,3,0
#25:35973,0,0,1,0
#25:35978,0,4,-3,0
#25:3598,1,0,2,0
#25:35983,1,1,12,0
#25:35986,0,1,6,0
#25:35998,0,8,0,0
#25:36004,0,3,0,0
#25:36007,0,0,2,0
#25:36009,0,0,1,0
#25:36012,0,0,0,0
#25:36013,0,4,0,0
#25:36015,0,2,2,0
#25:36017,1,5,0,0
#25:36024,0,4,0,0
#25:36028,0,5,3,0
#25:36031,0,4,4,0
#25:36034,0,0,0,0
#25:36044,1,11,9,0
#25:36048,0,0,0,0
#25:36050,0,0,0,0
#25:36053,0,0,-1,0
#25:36055,-1,9,9,0
#25:36067,0,1,0,0
#25:3607,0,0,0,1
#25:36070,0,0,4,0
#25:36078,0,0,2,0
#25:36085,1,0,0,0
#25:36089,0,3,2,0
#25:36092,1,0,0,0
#25:36094,1,2,2,0
#25:36097,0,0,0,0
#25:3610,0,0,0,0
#25:36106,0,7,12,0
#25:36120,1,0,0,0
#25:36125,0,0,1,0
#25:36128,0,1,5,0
#25:36130,-1,5,7,0
#25:36134,0,-1,1,0
#25:36138,1,9,8,7
#25:36141,0,0,3,0
#25:36146,1,0,0,0
#25:3615,0,0,0,-3
#25:36151,-1,9,5,0
#25:36152,0,0,1,0
#25:36154,0,2,0,0
#25:36158,0,1,1,0
#25:36163,1,3,3,0
#25:36166,1,2,4,6
#25:36167,0,-2,0,0
#25:3617,0,0,2,4
#25:36174,1,7,4,1
#25:3618,1,0,5,3
#25:36182,0,2,1,0
#25:36186,0,0,0,0
#25:36187,-1,-1,-1,0
#25:36194,0,0,0,0
#25:36197,0,0,0,0
#25:36201,0,-1,2,0
#25:36207,0,3,0,0
#25:36217,0,1,1,0
#25:36218,0,1,0,0
#25:36224,0,-1,0,0
#25:36227,0,1,0,0
#25:3623,0,0,1,0
#25:36233,1,0,0,0
#25:36234,0,2,0,0
#25:36235,0,4,2,0
#25:36236,-1,-5,-2,0
#25:36239,0,4,2,0
#25:36242,1,0,0,0
#25:36246,1,9,12,0
#25:3625,1,2,2,2
#25:36258,0,3,2,0
#25:3626,0,0,0,-1
#25:36263,1,5,2,0
#25:36265,0,3,2,0
#25:36271,0,0,0,0
#25:36275,1,8,7,0
#25:36278,1,1,0,0
#25:36279,0,4,2,0
#25:3628,0,0,1,0
#25:36280,0,0,2,0
#25:36281,1,1,0,0
#25:36282,0,1,0,0
#25:36283,0,1,1,0
#25:36286,1,3,0,0
#25:36309,1,1,1,0
#25:3632,0,2,-1,0
#25:36334,-1,6,3,0
#25:36337,0,1,6,0
#25:36338,0,0,2,0
#25:36347,0,0,8,0
#25:36354,0,0,1,0
#25:36356,0,0,0,0
#25:36361,0,0,0,0
#25:36362,0,0,0,0
#25:36364,1,2,3,1
#25:36366,1,1,2,0
#25:36369,0,0,0,0
#25:36370,1,2,7,0
#25:36371,1,-3,1,-1
#25:36372,-1,0,0,0
#25:36374,1,8,10,6
#25:36377,1,4,2,0
#25:36382,0,3,0,0
#25:36384,1,1,0,0
#25:36388,0,0,3,0
#25:36389,0,1,2,0
#25:36400,0,2,2,0
#25:36404,0,-1,-1,0
#25:36411,0,1,0,0
#25:36415,0,0,1,0
#25:36418,1,0,0,0
#25:3642,0,0,1,0
#25:36427,1,0,0,0
#25:36431,1,0,0,0
#25:36441,-1,4,0,0
#25:36443,0,1,0,0
#25:36444,0,2,0,0
#25:36446,1,10,9,0
#25:36449,0,0,3,0
#25:36453,1,4,11,0
#25:36454,0,0,3,0
#25:36457,0,0,3,0
#25:36461,-1,1,1,0
#25:36467,1,0,0,0
#25:36470,1,3,3,0
#25:36473,1,0,0,0
#25:36476,0,0,1,0
#25:36480,0,0,0,0
