tripid,mood_rating,did_you_have_to_arrive
#32:8156,4.0,0.0
#30:7944,4.0,1.0
#32:7565,5.0,0.0
#33:7545,4.0,0.0
#32:7680,5.0,0.0
#33:7528,3.0,0.0
#31:7603,5.0,0.0
#31:7636,4.0,0.0
#31:7609,4.0,0.0
#31:7634,2.0,0.0
#30:7664,5.0,0.0
#32:7557,5.0,0.0
#30:7649,5.0,1.0
#31:7604,3.0,1.0
#33:7564,4.0,1.0
#33:7558,4.0,1.0
#30:7672,5.0,1.0
#30:7652,4.0,0.0
#32:7556,2.0,0.0
#30:7831,5.0,0.0
#31:7669,5.0,0.0
#31:7645,5.0,1.0
#30:7645,4.0,1.0
#31:7619,3.0,0.0
#33:7586,5.0,1.0
#33:7575,4.0,0.0
#33:8056,5.0,1.0
#30:7692,3.0,0.0
#30:7661,4.0,0.0
#30:7673,4.0,0.0
#32:7561,5.0,0.0
#31:7899,3.0,0.0
#31:7615,4.0,0.0
#31:7624,3.0,1.0
#31:7662,4.0,1.0
#31:7617,4.0,0.0
#31:7647,4.0,0.0
#32:7600,2.0,1.0
#30:7667,2.0,0.0
#33:7533,3.0,0.0
#33:7543,1.0,0.0
#31:7670,3.0,0.0
#33:7578,2.0,0.0
#30:7657,4.0,0.0
#33:8128,4.0,0.0
#32:7620,3.0,0.0
#32:7592,1.0,1.0
#31:7627,3.0,0.0
#30:7777,2.0,0.0
#30:7668,4.0,0.0
#33:7538,4.0,0.0
#30:7671,5.0,0.0
#31:7633,4.0,0.0
#33:7583,3.0,1.0
#31:7626,4.0,1.0
#33:7549,5.0,0.0
#33:7548,3.0,1.0
#32:7582,2.0,0.0
#30:7663,4.0,0.0
#33:7560,4.0,0.0
#32:7569,3.0,0.0
#32:7663,5.0,0.0
#32:7622,4.0,1.0
#30:7731,4.0,0.0
#32:7570,4.0,1.0
#33:7544,4.0,0.0
#31:7628,5.0,1.0
#33:7610,3.0,1.0
#33:7554,4.0,0.0
#31:7652,3.0,1.0
#32:7575,2.0,1.0
#30:7683,3.0,1.0
#32:7576,4.0,0.0
#32:7572,4.0,0.0
#30:7680,2.0,1.0
#31:7631,-1.0,0.0
#32:7693,3.0,0.0
#33:7651,5.0,0.0
#31:7635,4.0,1.0
#32:7578,4.0,0.0
#31:7632,4.0,1.0
#30:7670,3.0,0.0
#33:7570,4.0,1.0
#33:7550,4.0,0.0
#30:7678,3.0,1.0
#30:8161,5.0,1.0
#31:7672,4.0,0.0
#31:7643,2.0,1.0
#33:7568,2.0,1.0
#31:8340,3.0,1.0
#33:7555,5.0,1.0
#31:7653,3.0,1.0
#32:7589,5.0,0.0
#31:7649,4.0,1.0
#31:8041,4.0,1.0
#30:8247,4.0,1.0
#31:7644,3.0,0.0
#31:7658,2.0,1.0
#33:7584,4.0,0.0
#31:7639,3.0,0.0
#33:7565,4.0,0.0
#32:7585,4.0,1.0
#32:7597,4.0,0.0
#31:7654,3.0,1.0
#32:7583,5.0,0.0
#32:7584,4.0,0.0
#31:8090,4.0,1.0
#30:8074,4.0,0.0
#30:7688,3.0,0.0
#31:9050,5.0,1.0
#31:7641,2.0,0.0
#33:7563,4.0,1.0
#31:7715,5.0,0.0
#31:7742,5.0,0.0
#31:7671,2.0,1.0
#32:7593,4.0,0.0
#30:7687,3.0,0.0
#33:7582,4.0,0.0
#32:7749,3.0,-1.0
#32:7596,4.0,0.0
#33:7588,4.0,0.0
#32:7777,4.0,1.0
#31:7665,5.0,1.0
#31:7702,5.0,1.0
#32:7615,5.0,1.0
#31:7701,4.0,1.0
#32:7619,3.0,0.0
#33:7593,4.0,0.0
#30:7953,5.0,-1.0
#30:7728,5.0,1.0
#32:7603,3.0,0.0
#30:7693,4.0,1.0
#33:7592,1.0,1.0
#31:7691,3.0,0.0
#31:7656,3.0,1.0
#32:7601,3.0,0.0
#32:7604,4.0,1.0
#31:7673,3.0,0.0
#30:7694,5.0,0.0
#33:7591,3.0,0.0
#33:7622,4.0,0.0
#32:8289,3.0,1.0
#33:7576,3.0,0.0
#31:8208,5.0,0.0
#32:7607,3.0,1.0
#30:7698,5.0,0.0
#33:7579,4.0,0.0
#33:7601,5.0,0.0
#32:7931,5.0,1.0
#33:7902,5.0,1.0
#33:7623,5.0,1.0
#33:7721,3.0,1.0
#32:7664,5.0,1.0
#31:7666,5.0,0.0
#30:7706,5.0,0.0
#33:7666,4.0,0.0
#33:7613,3.0,0.0
#30:7727,5.0,1.0
#31:7703,5.0,1.0
#32:7702,4.0,0.0
#30:7712,3.0,1.0
#32:7618,4.0,1.0
#32:7657,2.0,0.0
#32:7625,2.0,1.0
#33:7607,4.0,1.0
#30:7713,4.0,1.0
#31:7760,2.0,0.0
#33:7609,5.0,1.0
#31:7697,4.0,0.0
#30:7714,5.0,0.0
#33:7696,4.0,1.0
#33:7626,2.0,1.0
#31:8122,3.0,1.0
#30:7716,5.0,0.0
#30:7773,5.0,1.0
#32:8042,4.0,1.0
#30:7770,5.0,0.0
#30:7987,3.0,0.0
#31:7711,3.0,1.0
#32:7654,2.0,1.0
#32:7665,5.0,1.0
#32:7636,4.0,1.0
#31:7951,5.0,0.0
#32:7650,4.0,1.0
#32:8157,4.0,0.0
#31:7712,4.0,1.0
#32:7907,4.0,0.0
#32:7631,4.0,1.0
#31:7676,4.0,1.0
#31:7678,3.0,1.0
#32:7643,4.0,1.0
#32:7677,3.0,0.0
#30:7725,5.0,0.0
#33:7602,4.0,1.0
#31:7681,4.0,0.0
#33:7603,4.0,1.0
#33:7630,5.0,1.0
#31:7817,2.0,0.0
#32:7741,3.0,1.0
#30:7905,4.0,1.0
#30:7772,4.0,0.0
#30:7993,4.0,1.0
#32:7641,3.0,0.0
#33:7617,3.0,0.0
#32:7848,1.0,1.0
#31:7707,4.0,1.0
#33:7962,3.0,1.0
#30:7733,2.0,1.0
#32:7630,5.0,1.0
#33:8526,5.0,0.0
#32:7723,4.0,1.0
#31:7682,4.0,0.0
#32:7640,4.0,0.0
#32:7629,5.0,1.0
#31:7696,4.0,1.0
#31:7693,4.0,1.0
#33:7854,2.0,0.0
#30:7732,5.0,1.0
#32:7644,3.0,0.0
#30:8020,5.0,0.0
#30:7748,3.0,1.0
#33:7616,5.0,0.0
#31:7736,-1.0,1.0
#31:7688,5.0,0.0
#32:7639,5.0,1.0
#31:7700,5.0,1.0
#32:7638,4.0,0.0
#32:7765,3.0,0.0
#30:7840,3.0,0.0
#33:7655,5.0,1.0
#31:7726,4.0,0.0
#33:7615,3.0,0.0
#33:7629,5.0,0.0
#31:7761,4.0,1.0
#32:7645,5.0,0.0
#33:7689,4.0,1.0
#33:7718,3.0,0.0
#30:7820,5.0,0.0
#33:7690,3.0,0.0
#30:7744,4.0,0.0
#30:7791,3.0,1.0
#31:7779,4.0,0.0
#31:7788,5.0,1.0
#31:7948,4.0,0.0
#33:7750,1.0,1.0
#33:7638,5.0,1.0
#31:7804,5.0,0.0
#30:7766,3.0,0.0
#33:7711,5.0,1.0
#32:7661,3.0,1.0
#32:7897,3.0,0.0
#30:7833,3.0,1.0
#31:7744,5.0,0.0
#33:7628,5.0,1.0
#32:8185,5.0,1.0
#32:8072,5.0,0.0
#32:7672,5.0,0.0
#32:7653,5.0,1.0
#31:7810,5.0,0.0
#30:7818,1.0,1.0
#31:7708,4.0,0.0
#31:7762,3.0,0.0
#31:7713,5.0,0.0
#32:7676,4.0,0.0
#31:7716,5.0,0.0
#32:7684,5.0,0.0
#31:7717,3.0,0.0
#31:8042,4.0,0.0
#30:7757,5.0,1.0
#31:7739,4.0,0.0
#31:7709,3.0,0.0
#30:7752,4.0,1.0
#31:7710,3.0,0.0
#31:7740,5.0,1.0
#33:7645,5.0,0.0
#31:7852,3.0,0.0
#31:7829,3.0,1.0
#32:8084,5.0,1.0
#30:7751,4.0,0.0
#32:7947,3.0,0.0
#31:7831,5.0,1.0
#30:7996,4.0,1.0
#32:7673,3.0,1.0
#31:8123,5.0,0.0
#30:7755,5.0,0.0
#32:7671,5.0,0.0
#32:7659,3.0,1.0
#31:7780,5.0,0.0
#33:7694,5.0,1.0
#30:7799,4.0,1.0
#30:7771,2.0,0.0
#33:7633,4.0,0.0
#33:7639,5.0,1.0
#32:7691,2.0,1.0
#32:8085,3.0,1.0
#32:7669,5.0,1.0
#32:7704,5.0,0.0
#31:7723,3.0,1.0
#32:7797,4.0,0.0
#32:7784,2.0,0.0
#31:7727,4.0,0.0
#31:7794,5.0,0.0
#30:7761,4.0,0.0
#33:7818,2.0,0.0
#33:7778,3.0,0.0
#30:7822,4.0,0.0
#30:7758,3.0,0.0
#33:7660,5.0,0.0
#30:7764,5.0,0.0
#30:7767,1.0,0.0
#30:8504,5.0,1.0
#31:7803,4.0,0.0
#30:7988,4.0,0.0
#31:7866,3.0,0.0
#30:7787,4.0,0.0
#32:7688,1.0,1.0
#33:7661,3.0,0.0
#31:7898,2.0,0.0
#30:7788,4.0,1.0
#32:7732,4.0,0.0
#32:7806,4.0,1.0
#33:7682,3.0,1.0
#31:7797,5.0,1.0
#32:7690,5.0,1.0
#32:7681,5.0,0.0
#30:7841,4.0,0.0
#30:7768,4.0,0.0
#32:7685,4.0,1.0
#30:7973,5.0,1.0
#30:8162,4.0,1.0
#31:7752,4.0,0.0
#30:7935,5.0,1.0
#30:8248,4.0,1.0
#33:7658,5.0,0.0
#30:7785,5.0,0.0
#31:8213,4.0,1.0
#33:7662,5.0,0.0
#31:7770,4.0,0.0
#30:7886,3.0,0.0
#30:7790,5.0,0.0
#31:7747,3.0,1.0
#30:7780,1.0,0.0
#33:7752,4.0,1.0
#31:7755,4.0,0.0
#31:7738,3.0,0.0
#31:7775,5.0,0.0
#33:7654,4.0,0.0
#31:7733,2.0,0.0
#32:7721,4.0,1.0
#30:8081,4.0,0.0
#32:7682,4.0,0.0
#32:7694,5.0,1.0
#33:7688,5.0,0.0
#33:7664,5.0,0.0
#31:7732,4.0,0.0
#32:7719,3.0,0.0
#31:7796,4.0,1.0
#31:7735,4.0,1.0
#33:7698,4.0,0.0
#31:7743,4.0,1.0
#31:7750,3.0,1.0
#32:8553,5.0,0.0
#33:7663,1.0,0.0
#33:7703,5.0,1.0
#31:7832,3.0,0.0
#32:7718,4.0,0.0
#32:7815,4.0,0.0
#30:7885,1.0,0.0
#31:7800,3.0,1.0
#32:7794,4.0,0.0
#31:7934,2.0,0.0
#31:7749,4.0,0.0
#33:7675,5.0,0.0
#32:7743,5.0,0.0
#32:7697,5.0,1.0
#31:8093,3.0,0.0
#30:7808,3.0,1.0
#30:7801,5.0,1.0
#33:8570,2.0,0.0
#31:7959,4.0,0.0
#30:7832,5.0,0.0
#32:7706,3.0,1.0
#33:7691,5.0,0.0
#30:7782,3.0,0.0
#32:7725,5.0,0.0
#32:7742,4.0,1.0
#33:7890,4.0,1.0
#33:8261,4.0,0.0
#33:7680,5.0,1.0
#32:7714,2.0,0.0
#32:7720,3.0,0.0
#32:7756,5.0,1.0
#31:7792,5.0,0.0
#31:7748,3.0,1.0
#33:7717,5.0,0.0
#30:7838,4.0,0.0
#33:7668,5.0,1.0
#33:7724,3.0,1.0
#33:9501,4.0,0.0
#30:7857,4.0,1.0
#32:7710,4.0,0.0
#30:7850,5.0,0.0
#32:7760,3.0,1.0
#32:7711,5.0,0.0
#33:7820,2.0,1.0
#33:7678,4.0,0.0
#33:7767,4.0,0.0
#33:7695,3.0,1.0
#30:7810,5.0,0.0
#32:7842,3.0,0.0
#33:7681,4.0,0.0
#31:7907,4.0,1.0
#30:7837,4.0,1.0
#33:7738,5.0,1.0
#31:8002,5.0,0.0
#31:7836,2.0,0.0
#32:7857,4.0,0.0
#32:8132,5.0,1.0
#33:7697,4.0,0.0
#31:7785,3.0,1.0
#33:7787,3.0,1.0
#31:7798,4.0,0.0
#32:7722,3.0,0.0
#33:8386,5.0,0.0
#31:7771,4.0,0.0
#30:7830,4.0,1.0
#30:7895,4.0,1.0
#32:7740,4.0,1.0
#32:7750,3.0,-1.0
#32:7747,4.0,0.0
#31:7970,4.0,0.0
#30:7852,3.0,1.0
#31:7793,3.0,0.0
#31:7807,3.0,0.0
#33:7755,4.0,0.0
#33:7841,5.0,1.0
#33:7736,5.0,0.0
#30:7836,4.0,1.0
#31:7816,5.0,1.0
#30:7827,5.0,1.0
#33:7713,3.0,0.0
#33:7765,5.0,1.0
#33:7751,4.0,0.0
#32:7735,5.0,1.0
#32:7896,3.0,1.0
#30:8110,5.0,0.0
#30:8324,5.0,1.0
#32:7764,5.0,1.0
#32:7951,5.0,1.0
#31:7809,2.0,0.0
#33:7714,4.0,0.0
#33:7864,4.0,1.0
#30:7873,4.0,0.0
#32:7821,1.0,0.0
#30:8223,5.0,1.0
#32:7757,3.0,0.0
#30:7906,3.0,0.0
#30:7918,3.0,1.0
#31:7967,2.0,1.0
#30:7853,3.0,0.0
#32:7746,4.0,0.0
#31:8209,4.0,0.0
#31:7900,2.0,0.0
#33:7845,3.0,1.0
#30:7851,3.0,0.0
#33:7732,2.0,0.0
#30:7982,5.0,1.0
#32:8133,5.0,0.0
#30:7855,5.0,0.0
#30:7849,4.0,0.0
#30:7848,4.0,0.0
#32:7761,4.0,0.0
#31:7849,5.0,1.0
#33:7735,4.0,1.0
#31:7818,5.0,0.0
#30:7986,3.0,0.0
#32:7767,5.0,1.0
#31:7845,5.0,0.0
#30:7856,3.0,0.0
#32:7766,5.0,0.0
#31:7864,4.0,0.0
#31:7815,5.0,0.0
#30:7862,5.0,0.0
#30:7870,3.0,0.0
#31:7823,5.0,0.0
#33:13590,5.0,0.0
#31:7842,5.0,0.0
#31:7893,4.0,1.0
#31:7825,4.0,1.0
#32:7793,4.0,1.0
#33:7758,4.0,0.0
#31:8071,5.0,0.0
#33:7814,3.0,1.0
#31:7926,5.0,0.0
#33:7892,3.0,0.0
#32:7808,5.0,1.0
#30:8132,4.0,1.0
#32:7800,5.0,0.0
#31:7937,5.0,0.0
#30:7974,3.0,1.0
#32:7781,3.0,1.0
#31:8602,3.0,1.0
#33:7763,5.0,0.0
#30:8010,4.0,1.0
#33:7757,3.0,0.0
#30:7981,3.0,1.0
#32:7822,5.0,0.0
#30:7904,4.0,1.0
#30:7917,3.0,0.0
#31:8650,4.0,1.0
#30:7878,5.0,0.0
#30:8014,3.0,0.0
#30:7875,3.0,0.0
#33:7770,4.0,1.0
#32:7792,4.0,0.0
#33:7795,5.0,1.0
#30:7939,4.0,1.0
#30:13487,5.0,0.0
#31:7860,4.0,1.0
#30:7927,5.0,0.0
#30:7969,3.0,1.0
#33:7899,5.0,1.0
#32:7802,5.0,1.0
#31:7875,3.0,1.0
#30:7959,4.0,-1.0
#32:7790,5.0,1.0
#33:7828,4.0,1.0
#32:7788,4.0,1.0
#32:7849,2.0,1.0
#32:7801,3.0,1.0
#33:7766,2.0,0.0
#31:7850,4.0,1.0
#33:7784,4.0,1.0
#32:8006,1.0,1.0
#33:7773,5.0,1.0
#31:7902,3.0,1.0
#30:7881,4.0,0.0
#32:7791,4.0,0.0
#30:7919,4.0,0.0
#31:7917,5.0,1.0
#30:7879,4.0,1.0
#33:7764,5.0,1.0
#30:7882,4.0,1.0
#30:7901,4.0,0.0
#31:7844,5.0,0.0
#33:7762,3.0,0.0
#30:7883,5.0,1.0
#32:8130,3.0,1.0
#32:7898,3.0,0.0
#31:8043,4.0,0.0
#30:7891,5.0,0.0
#31:7859,5.0,1.0
#30:7914,4.0,0.0
#33:7822,3.0,1.0
#30:7896,5.0,0.0
#33:7798,3.0,0.0
#33:7779,2.0,0.0
#31:7928,4.0,0.0
#30:7899,5.0,0.0
#32:8020,5.0,1.0
#33:7790,1.0,0.0
#32:8131,4.0,0.0
#33:7780,1.0,1.0
#32:7824,4.0,0.0
#31:7867,4.0,0.0
#33:7789,1.0,0.0
#32:7814,4.0,0.0
#32:7834,5.0,0.0
#30:7913,5.0,0.0
#32:7825,2.0,0.0
#33:7904,2.0,1.0
#31:7878,4.0,0.0
#33:7791,5.0,1.0
#30:7911,3.0,0.0
#30:8505,5.0,1.0
#31:7892,3.0,1.0
#31:7869,5.0,1.0
#31:7929,4.0,0.0
#30:7945,4.0,0.0
#32:7886,3.0,1.0
#32:7819,1.0,0.0
#33:7797,1.0,1.0
#31:7984,3.0,0.0
#33:7801,4.0,1.0
#32:7865,5.0,0.0
#30:7910,4.0,0.0
#30:7964,3.0,1.0
#31:7873,5.0,0.0
#31:7877,2.0,1.0
#32:7921,2.0,1.0
#31:8018,4.0,1.0
#30:7931,5.0,1.0
#31:7882,5.0,0.0
#33:7799,4.0,0.0
#32:7827,5.0,0.0
#31:7881,5.0,0.0
#31:8466,5.0,1.0
#31:7913,4.0,1.0
#33:7858,3.0,0.0
#30:7922,3.0,0.0
#31:7886,3.0,1.0
#32:7933,4.0,1.0
#32:7843,5.0,1.0
#33:8008,4.0,1.0
#32:7860,5.0,0.0
#33:7861,4.0,0.0
#32:7887,3.0,0.0
#33:7938,3.0,1.0
#31:7911,3.0,1.0
#33:7893,2.0,0.0
#32:10530,5.0,0.0
#32:7941,4.0,1.0
#30:8690,2.0,1.0
#31:7925,4.0,0.0
#30:8506,5.0,0.0
#31:7936,1.0,0.0
#32:7845,5.0,1.0
#30:7938,4.0,1.0
#33:7882,4.0,-1.0
#30:8012,2.0,1.0
#32:7847,3.0,0.0
#33:7812,3.0,1.0
#33:7819,4.0,0.0
#33:7913,3.0,0.0
#33:7850,4.0,0.0
#32:7973,5.0,1.0
#31:7894,3.0,0.0
#30:8001,4.0,0.0
#31:7956,4.0,0.0
#32:7878,3.0,0.0
#30:7965,5.0,1.0
#33:7831,5.0,1.0
#32:8061,5.0,0.0
#31:7908,3.0,1.0
#32:7992,4.0,0.0
#30:9298,4.0,1.0
#30:7936,2.0,1.0
#33:7821,3.0,0.0
#32:7880,5.0,0.0
#32:7876,3.0,1.0
#32:13853,3.0,0.0
#30:7941,4.0,0.0
#33:7867,1.0,1.0
#31:7901,3.0,1.0
#31:8498,5.0,1.0
#33:7847,4.0,0.0
#33:7830,4.0,0.0
#32:7945,5.0,0.0
#31:7953,5.0,0.0
#30:7972,4.0,1.0
#33:7829,4.0,1.0
#33:8523,4.0,1.0
#30:7955,3.0,0.0
#31:7914,2.0,1.0
#32:7861,4.0,1.0
#32:7899,4.0,0.0
#32:8045,4.0,0.0
#31:7915,5.0,0.0
#30:8043,5.0,0.0
#31:7912,4.0,1.0
#31:7976,5.0,0.0
#30:7978,5.0,0.0
#30:7960,4.0,0.0
#32:7866,5.0,0.0
#31:7952,4.0,0.0
#33:7855,3.0,0.0
#33:7835,4.0,1.0
#33:7992,4.0,0.0
#31:7973,1.0,0.0
#30:7951,5.0,0.0
#32:8041,4.0,0.0
#31:7927,5.0,0.0
#33:7896,3.0,0.0
#33:7832,3.0,0.0
#30:8024,3.0,1.0
#31:7935,3.0,0.0
#33:7862,5.0,0.0
#32:7875,5.0,0.0
#31:7996,5.0,0.0
#33:7964,5.0,1.0
#32:7864,5.0,0.0
#32:7965,4.0,1.0
#31:8467,5.0,0.0
#32:7862,3.0,0.0
#32:8636,4.0,0.0
#31:7962,3.0,1.0
#31:8097,3.0,1.0
#33:7839,5.0,0.0
#31:8087,4.0,0.0
#31:8156,5.0,0.0
#30:7958,3.0,0.0
#33:7848,5.0,0.0
#33:7856,1.0,1.0
#33:7837,3.0,0.0
#30:7999,-1.0,0.0
#32:7911,4.0,1.0
#32:7892,5.0,0.0
#32:8050,5.0,1.0
#33:8611,4.0,0.0
#31:7930,3.0,0.0
#30:8131,4.0,0.0
#32:7901,4.0,1.0
#30:7992,3.0,1.0
#32:7884,5.0,0.0
#32:7905,4.0,1.0
#30:7962,4.0,1.0
#31:7921,5.0,0.0
#32:7929,4.0,1.0
#30:8055,4.0,0.0
#31:8098,4.0,0.0
#30:7994,5.0,0.0
#30:8266,1.0,1.0
#30:13203,5.0,0.0
#32:8417,3.0,0.0
#30:8537,5.0,0.0
#30:8235,5.0,0.0
#31:7971,2.0,0.0
#32:7908,4.0,1.0
#32:14255,4.0,0.0
#30:7976,4.0,0.0
#32:7882,3.0,0.0
#31:7993,3.0,1.0
#31:7975,3.0,1.0
#33:7903,5.0,0.0
#31:8238,5.0,0.0
#32:7902,5.0,0.0
#32:8032,5.0,0.0
#32:7920,2.0,0.0
#32:7889,4.0,0.0
#32:7924,5.0,0.0
#31:7945,4.0,0.0
#31:8117,4.0,0.0
#33:7863,4.0,0.0
#33:8012,4.0,0.0
#33:7884,5.0,0.0
#32:7930,4.0,0.0
#30:8146,5.0,0.0
#31:8227,1.0,0.0
#30:8083,4.0,0.0
#33:7873,5.0,0.0
#30:7991,3.0,0.0
#33:9327,4.0,1.0
#30:8004,2.0,0.0
#33:8022,5.0,0.0
#32:7919,2.0,1.0
#31:7965,3.0,0.0
#31:7966,5.0,0.0
#30:8013,5.0,1.0
#32:7942,3.0,1.0
#30:8267,3.0,1.0
#33:8172,5.0,1.0
#33:7969,4.0,1.0
#30:8011,3.0,1.0
#33:7906,5.0,0.0
#30:8147,5.0,1.0
#33:7914,3.0,1.0
#33:7900,5.0,0.0
#30:8069,4.0,1.0
#33:7951,2.0,0.0
#31:7989,3.0,1.0
#30:8022,5.0,0.0
#32:7943,4.0,0.0
#32:7953,5.0,0.0
#30:8034,4.0,0.0
#31:7992,4.0,0.0
#32:7934,5.0,1.0
#31:8033,4.0,0.0
#33:7907,4.0,1.0
#33:7922,3.0,1.0
#30:8111,5.0,0.0
#30:8070,1.0,0.0
#33:7987,2.0,1.0
#33:7915,3.0,0.0
#30:8031,5.0,0.0
#30:8033,4.0,1.0
#30:8507,3.0,1.0
#30:8032,5.0,0.0
#31:8013,3.0,1.0
#33:7925,5.0,0.0
#31:8398,5.0,0.0
#31:7995,4.0,0.0
#33:7950,3.0,0.0
#32:7959,4.0,1.0
#33:8018,5.0,1.0
#31:8027,4.0,0.0
#30:8291,5.0,0.0
#31:8017,4.0,1.0
#30:8133,3.0,0.0
#32:7944,3.0,0.0
#30:8128,5.0,0.0
#33:8147,4.0,0.0
#31:8060,4.0,0.0
#32:7955,3.0,0.0
#30:8137,5.0,1.0
#31:8009,3.0,1.0
#33:7923,3.0,0.0
#33:8014,3.0,0.0
#30:8045,-1.0,0.0
#30:8174,4.0,0.0
#30:8066,3.0,0.0
#33:8577,3.0,0.0
#32:8009,4.0,0.0
#30:8059,4.0,1.0
#30:8046,3.0,0.0
#33:8377,3.0,1.0
#33:7931,3.0,0.0
#32:7985,4.0,0.0
#31:8011,4.0,1.0
#30:8269,4.0,0.0
#32:7980,3.0,0.0
#31:8003,5.0,0.0
#31:8252,4.0,1.0
#33:7945,5.0,0.0
#30:8122,3.0,1.0
#30:8053,5.0,0.0
#31:8173,5.0,0.0
#33:8065,5.0,0.0
#32:7987,4.0,1.0
#31:8014,5.0,0.0
#31:8030,3.0,0.0
#33:14424,3.0,0.0
#31:8078,5.0,1.0
#31:8019,5.0,0.0
#33:7952,3.0,1.0
#31:8660,3.0,0.0
#30:8057,-1.0,1.0
#32:8021,4.0,0.0
#32:8257,4.0,0.0
#32:8022,4.0,0.0
#33:7998,4.0,1.0
#32:8158,4.0,1.0
#31:8067,3.0,0.0
#32:8000,3.0,0.0
#33:8003,2.0,0.0
#30:8071,3.0,0.0
#33:7933,3.0,0.0
#33:7958,5.0,0.0
#33:8000,5.0,1.0
#31:8094,3.0,0.0
#33:8015,3.0,0.0
#32:7991,5.0,0.0
#33:7957,4.0,0.0
#32:8113,5.0,1.0
#33:7972,3.0,0.0
#32:7984,3.0,0.0
#32:7979,4.0,0.0
#33:7985,5.0,0.0
#31:8085,5.0,1.0
#33:7981,4.0,0.0
#30:8112,5.0,0.0
#30:8092,5.0,0.0
#33:8004,5.0,0.0
#33:7959,4.0,0.0
#32:8344,4.0,0.0
#31:8341,3.0,0.0
#33:7968,3.0,1.0
#31:8182,3.0,1.0
#33:8055,4.0,0.0
#31:8040,5.0,0.0
#32:7978,4.0,0.0
#33:7965,2.0,0.0
#30:8113,2.0,0.0
#33:8038,4.0,0.0
#30:8075,3.0,0.0
#31:8031,4.0,0.0
#32:8124,5.0,0.0
#33:8233,2.0,1.0
#31:8095,4.0,0.0
#30:8216,5.0,0.0
#32:8034,5.0,1.0
#31:8092,4.0,0.0
#30:8104,4.0,0.0
#31:8082,5.0,0.0
#33:7970,3.0,0.0
#32:8179,3.0,0.0
#32:8082,4.0,0.0
#33:7960,4.0,0.0
#31:8038,4.0,0.0
#33:8130,4.0,1.0
#32:8029,5.0,0.0
#33:7956,5.0,0.0
#31:8036,4.0,0.0
#32:7997,5.0,1.0
#31:8037,4.0,0.0
#30:8076,5.0,0.0
#32:8038,4.0,0.0
#31:8061,5.0,0.0
#30:8123,4.0,1.0
#33:8006,-1.0,1.0
#31:8089,4.0,0.0
#33:8053,3.0,0.0
#31:8112,3.0,1.0
#32:8047,4.0,0.0
#33:9008,3.0,0.0
#33:7973,2.0,0.0
#30:8121,4.0,0.0
#30:8089,5.0,0.0
#31:8395,4.0,0.0
#32:7993,2.0,0.0
#33:8002,4.0,0.0
#32:7989,5.0,0.0
#33:8148,5.0,0.0
#33:7995,4.0,0.0
#31:8145,4.0,0.0
#33:8163,2.0,0.0
#30:8327,4.0,0.0
#31:8048,3.0,0.0
#32:7990,5.0,0.0
#33:7976,5.0,0.0
#32:8044,4.0,0.0
#31:8202,5.0,0.0
#30:8219,4.0,0.0
#33:8005,5.0,0.0
#31:8072,5.0,0.0
#33:8010,4.0,0.0
#33:7982,5.0,0.0
#31:8046,2.0,1.0
#32:7999,2.0,0.0
#31:8051,4.0,0.0
#31:8118,4.0,0.0
#33:7993,2.0,0.0
#32:8125,4.0,0.0
#31:8059,3.0,0.0
#31:8084,2.0,0.0
#30:8125,5.0,1.0
#32:8088,4.0,0.0
#30:8103,5.0,0.0
#30:8101,5.0,0.0
#32:8001,2.0,0.0
#31:9406,3.0,1.0
#33:7975,4.0,0.0
#31:8065,4.0,1.0
#32:8005,3.0,0.0
#31:8456,3.0,0.0
#32:8089,5.0,0.0
#30:8095,5.0,0.0
#32:8175,3.0,1.0
#30:8249,5.0,0.0
#31:8070,5.0,0.0
#31:8077,4.0,1.0
#30:8099,4.0,0.0
#32:9354,3.0,1.0
#31:8165,5.0,0.0
#32:8014,4.0,0.0
#31:8534,5.0,0.0
#31:8086,-1.0,1.0
#32:8037,5.0,0.0
#32:8019,4.0,0.0
#32:8026,5.0,0.0
#33:7994,5.0,0.0
#33:8086,5.0,0.0
#33:8009,5.0,0.0
#32:8035,5.0,1.0
#31:8074,2.0,0.0
#33:7991,4.0,0.0
#31:8210,4.0,0.0
#30:8124,5.0,0.0
#33:8013,3.0,0.0
#33:8097,3.0,0.0
#33:8070,3.0,0.0
#33:8007,5.0,0.0
#31:8537,4.0,0.0
#30:8117,5.0,0.0
#30:9445,3.0,1.0
#30:8574,4.0,0.0
#33:8108,4.0,0.0
#30:8189,5.0,0.0
#33:8123,5.0,1.0
#32:8068,4.0,0.0
#31:8203,5.0,1.0
#32:8095,5.0,0.0
#30:8283,4.0,1.0
#30:8126,3.0,1.0
#30:8150,4.0,0.0
#30:8134,4.0,0.0
#30:8180,5.0,1.0
#33:8036,4.0,1.0
#30:8577,3.0,0.0
#32:8193,3.0,1.0
#32:8148,3.0,1.0
#31:8329,5.0,1.0
#31:8185,5.0,1.0
#30:8182,2.0,1.0
#31:8108,4.0,0.0
#30:8205,5.0,0.0
#33:8021,5.0,0.0
#33:8165,3.0,1.0
#33:8031,5.0,0.0
#33:8071,3.0,0.0
#31:8119,1.0,0.0
#30:8139,5.0,1.0
#30:8149,4.0,0.0
#31:8187,5.0,0.0
#30:9089,5.0,0.0
#30:8158,4.0,0.0
#31:8226,3.0,0.0
#31:8530,4.0,0.0
